Year,AZ__PDSI,CA__PDSI,CO__PDSI,KS__PDSI,NV__PDSI,NM__PDSI,TX__PDSI,UT__PDSI,AZ__T,CA__T,CO__T,KS__T,NV__T,NM__T,TX__T,UT__T,AZ__dT,CA__dT,CO__dT,KS__dT,NV__dT,NM__dT,TX__dT,UT__dT,AZ__P,CA__P,CO__P,KS__P,NV__P,NM__P,TX__P,UT__P,AZ__dP,CA__dP,CO__dP,KS__dP,NV__dP,NM__dP,TX__dP,UT__dP
1751,-0.122,-0.954,1.14,0.844,-0.987,0.696,-1.81,-0.776,14.83266,14.78585,7.0089,12.5542,9.36744,11.68972,18.56211,8.58846,-0.00314,0.02404,-0.55972,-1.28562,-0.17505,-0.07798,-0.21743,-0.38709,326.61252,583.82751,377.62714,584.78229,223.7834,301.4664,601.47595,274.4487,-11.15708,-124.52234,7.61247,167.54614,-36.75089,-56.90792,-102.20366,2.18781
1752,-4.284,-4.201,-1.339,-1.648,-4.647,-3.604,-3.832,-3.936,16.2043,15.17533,7.49905,11.82203,8.97726,12.16877,18.77937,8.89927,0.37746,0.27574,0.39903,0.6506,-0.1592,0.19724,-0.07104,0.3887,237.87263,498.07156,347.05359,808.72552,179.19582,253.41034,760.96429,204.28273,5.291,9.37838,0.89909,-245.0191,70.97764,71.43101,-215.6066,18.87247
1753,-3.248,-2.35,0.792,-2.257,-3.067,-1.649,-0.071,-2.675,15.38465,14.97124,6.95591,11.56415,9.8075,11.61211,17.93564,8.88908,0.28228,0.16138,0.37658,0.15285,0.27316,0.1737,0.05639,0.27408,293.63263,409.45093,414.27521,864.59448,180.81857,310.77252,678.89972,282.27551,-56.37659,116.84796,-83.51055,-181.57848,9.57057,32.51025,69.34881,-60.87054
1754,-2.201,-3.374,1.813,-0.535,-2.977,0.076,-2.234,0.105,15.78354,15.20423,7.12961,11.90065,9.86889,11.92375,18.4325,9.04107,0.52151,0.15023,0.64846,0.77783,0.6258,0.25847,-0.19953,0.82823,299.74182,413.39902,371.87946,805.17725,165.87453,317.75421,594.58093,256.04709,-21.79557,-72.35913,30.87004,-21.87044,1.86952,15.17387,244.00156,3.84939
1755,-1.69,-1.42,0.949,-1.379,-1.999,-0.636,-3.702,-0.702,15.16559,14.82417,7.42759,13.16321,9.96815,11.99007,18.84603,9.03052,-0.26827,0.0766,-0.78496,-1.5761,-0.52468,-0.32791,-0.66467,-0.68696,313.92365,440.80859,405.0177,645.35864,245.02953,315.54541,698.90912,305.46091,-77.08862,65.06249,-42.06804,8.11726,-35.41668,-77.14745,-72.9639,-42.75065
1756,-1,-1.101,-4.512,-1.496,-1.719,-1.766,0.197,-2.927,16.67722,15.20283,7.63996,12.49953,9.04696,12.34657,18.70368,9.01904,-0.78842,-0.48677,-0.69694,-0.69258,-0.30226,-0.6376,-0.88125,-0.65634,271.60327,568.67352,355.26147,674.37628,246.25421,311.75879,591.2149,234.839,-11.44225,-92.54756,17.93979,-4.94078,-56.4058,-4.27634,162.00465,-24.16869
1757,-1.378,-0.462,-3.741,-2.37,-1.514,-2.026,-0.134,-2.919,16.4504,15.40587,8.18082,12.85673,9.73116,12.46798,18.65206,9.61997,-0.25697,-0.13129,-0.33076,-0.23101,0.04166,-0.31809,-0.19922,-0.25044,291.20538,583.16107,361.44891,612.61365,261.58972,313.17966,549.26331,283.93454,-22.00698,-96.04472,-4.68489,74.44167,-56.28504,29.12872,319.63022,-46.83464
1758,1.144,1.782,-1.483,-1.918,1.477,0.878,4.585,1.15,15.47735,15.74101,7.10431,12.59793,10.38521,11.46851,18.07178,9.26682,-0.01504,-0.44875,0.20222,0.39515,-0.4025,0.30853,0.53772,-0.18151,386.56992,555.10681,402.20258,678.41797,194.56046,401.7702,850.8515,273.87454,-55.39633,-116.68587,8.33021,-40.84649,19.89534,-14.348,-90.23066,10.26736
1759,1.68,0.869,-2.011,0.153,0.988,1.375,2.716,0.321,15.58124,15.77896,7.15186,12.30888,10.41385,11.54882,18.03861,9.3967,-0.1054,-0.47824,-0.01149,0.69224,-0.57253,0.04077,0.33361,-0.56478,424.56992,554.19177,402.88864,767.38348,201.3127,391.31863,827.83972,279.05688,-88.07045,-98.21214,0.84642,-157.4229,11.54312,26.91383,6.46305,10.49074
1760,1.155,1.672,-1.174,-1.091,1.781,0.359,2.234,1.48,15.52787,15.79815,7.144,12.36631,10.59825,11.54363,18.03098,9.41669,-0.2227,-0.59412,0.06146,0.6271,-0.5891,0.14571,0.56572,-0.51643,401.06354,613.67963,402.82059,682.76733,196.65791,387.73734,830.56049,275.7363,-79.53185,-169.66788,-16.03426,-86.34798,22.70567,-18.65204,-94.95692,6.63347
1761,0.041,0.683,3.918,2.165,0.72,0.928,1.571,2.769,15.54244,15.03168,7.04158,12.07092,9.49945,12.11794,18.67981,9.00763,0.00277,0.08515,-0.12207,0.25903,-0.0319,-0.24178,-0.41879,-0.12973,322.02853,871.68341,463.42352,723.32703,271.34918,312.94443,641.2619,353.44882,23.22663,-365.53046,-65.54748,-3.99825,-73.78475,32.5822,124.85401,-51.6154
1762,1.411,1.216,2.796,1.513,1.137,2.121,2.041,0.962,15.84833,15.28296,7.22746,12.00368,9.85009,12.17688,18.41489,9.3323,-0.20347,-0.16984,-0.07401,0.32116,-0.17868,-0.19608,-0.27634,-0.19619,315.36938,817.20264,458.25037,721.54425,280.98703,328.99152,688.1955,338.50754,19.3768,-322.88745,-88.21161,-53.30483,-69.65214,15.98279,78.40767,-41.87953
1763,-1.662,-0.513,-1.017,0.413,-1.234,-2.19,-1.092,-2.495,15.65381,15.18665,7.55115,13.07865,9.84169,11.95565,18.71096,9.36344,0.53521,0.03465,-0.3253,-1.32971,-0.10525,0.26041,-0.67292,-0.23168,340.24863,368.53784,420.27563,689.53699,204.867,364.01279,746.37793,267.23068,-136.31691,31.58821,-96.82459,-38.04723,-24.54774,-106.09017,-123.10756,-62.56861
1764,1.415,1.41,2.918,2.754,1.414,1.108,-1.692,0.491,15.21636,14.3724,7.09987,12.42797,9.26499,12.13435,19.18148,8.67768,0.03941,1.08983,-0.37702,-0.50454,0.80056,-0.71157,-1.14791,0.2784,367.3801,821.42377,443.87024,712.53656,265.35352,330.4209,620.56439,352.39154,-18.96621,-197.65393,7.29451,81.86638,-74.22445,68.97565,165.46759,-52.36069
1765,-0.37,-2.84,-1.433,0.704,-2.815,-0.538,-0.266,-2.964,15.31116,14.94642,6.8343,11.44344,9.72554,11.77813,18.24732,8.79892,0.59515,0.28675,0.61001,0.37079,0.45568,0.36423,0.00439,0.40784,315.6893,463.40469,407.85214,916.85406,189.351,288.60437,609.35315,292.10172,-98.3298,73.29156,-79.52966,-234.15237,0.01596,21.71798,106.56647,-69.86022
1766,2.685,3.543,2.793,1.88,3.232,2.36,0.201,2.226,15.60981,15.13005,6.79899,11.53962,9.34705,11.78658,17.87857,8.73981,-0.0939,0.18554,0.37683,0.55902,0.3605,-0.01736,0.24939,0.33783,437.43393,823.90253,430.10962,762.20923,301.11383,348.70779,667.78113,381.38495,-13.59735,-168.74471,-21.746,-6.36252,-44.9652,21.75556,83.52104,-58.13672
1767,1.322,2.208,0.385,-1.051,1.898,1.136,-0.419,2.111,15.55466,15.11688,7.18621,12.10048,9.98959,11.86698,17.89057,9.22051,-0.54021,-0.1433,-0.08433,0.91695,-0.33712,-0.29489,0.5368,-0.41961,424.58734,726.01288,414.2309,604.70935,257.57318,391.82059,750.35162,325.32681,-139.71747,-247.07648,-77.25017,10.92455,-29.75386,-83.87317,-108.09449,-74.45875
1768,0.996,1.194,3.048,-0.157,1.234,1.19,-0.184,1.416,15.85311,15.24843,7.26617,11.92607,9.99115,12.10743,18.21199,9.38699,-0.2991,-0.16067,-0.01679,0.55728,-0.14306,-0.19342,-0.06037,-0.24055,344.6394,780.25256,441.35437,700.64746,281.83435,349.67203,705.9328,334.87961,-26.81618,-301.62128,-93.82526,-43.55669,-66.48212,-14.79813,25.18688,-50.9509
1769,0.426,1.098,1.025,0.573,0.931,0.494,0.435,1.873,15.28886,14.5794,7.47073,13.22441,9.84144,11.9566,19.00764,8.8185,-0.1388,0.24851,-0.41188,-1.26455,-0.07085,-0.3861,-0.91573,-0.28688,302.74353,629.68781,420.76236,665.17834,235.03993,318.20786,608.70154,303.94876,5.28563,-67.85219,-64.22626,-89.44539,-56.90377,17.03517,70.78485,-15.18432
1770,0.054,-1.343,-0.606,0.032,-0.892,0.211,0.71,0.323,14.86426,14.60916,6.81914,12.44257,9.29101,11.46159,18.30726,8.35354,0.02787,0.07737,-0.41203,-1.05719,0.12388,-0.27301,-0.29066,0.03314,324.65765,529.27557,396.03897,641.90918,236.06415,314.57791,649.90588,291.56012,-41.25588,-118.18518,6.02856,36.5113,-72.52936,-1.35999,-11.16642,-17.10734
1771,2.186,2.599,3.31,-1.127,3.003,2.976,0.174,3.199,15.1756,14.57572,7.00681,12.287,9.31625,11.80266,18.2954,8.6801,-0.18709,0.07848,0.082,0.64595,0.00914,-0.19324,0.21139,-0.04096,413.96378,607.33649,476.9754,751.03748,266.93082,383.2366,746.26709,364.17163,-165.52531,-103.13775,-150.55968,-180.2196,-59.80202,-135.7431,-179.77682,-121.00974
1772,0.268,0.543,-0.903,-4.817,-0.055,-0.092,-4.755,-0.412,15.55995,15.23487,7.79516,13.07357,10.51247,11.91626,18.37411,9.24299,-0.4801,-0.59592,-1.01906,-0.98478,-1.09952,-0.41474,-0.29821,-0.90024,379.20737,566.41321,349.37341,659.20282,209.5636,396.23553,685.00604,257.68219,-49.99258,-83.86804,86.70142,70.97609,9.4591,-43.33775,49.61251,46.19976
1773,-3.149,-1.305,-2.583,-4.735,-3.098,-4.105,-1.036,-3.321,15.84874,14.95792,7.24277,11.76741,9.10364,12.04718,18.5588,8.94791,-0.0604,-0.05902,0.13648,0.49417,-0.29098,-0.10467,-0.02104,-0.06291,272.2728,473.32037,354.11057,755.63306,187.85889,309.03229,709.07092,233.44522,-12.46611,-6.56034,-6.37731,-142.12645,57.51028,10.10248,-103.12253,10.4011
1774,-1.983,0.137,0.989,-1.389,-1.595,-2.166,-0.119,-2.685,16.75418,15.81934,8.39098,12.79897,10.88621,12.79832,18.74641,10.37165,-0.36308,-0.41703,-0.33634,0.05252,-0.47469,-0.32998,0.03803,-0.48559,283.0495,582.9054,373.21011,685.79596,221.10599,312.70258,676.12921,294.67249,-0.78237,-48.52763,9.94061,-26.26358,-7.01297,12.37122,-9.45027,-4.04489
1775,-0.163,1.411,0.059,2.145,0.817,-1.215,-1.517,2.026,15.35154,14.55347,7.26074,12.81929,9.74642,12.08964,19.12528,8.81594,-0.13424,0.74877,-0.30574,-0.80356,0.38166,-0.57614,-1.03841,0.05895,336.98901,696.23615,447.89218,708.91522,241.9464,322.28693,621.79773,332.29684,-4.30205,-71.62477,-55.97185,-84.19369,-64.09752,41.92128,107.2105,-47.82938
1776,0.038,0.395,0.529,2.118,0.567,-0.527,-1.911,1.958,15.35154,14.55347,7.26074,12.81929,9.74642,12.08964,19.12528,8.81594,-0.13424,0.74877,-0.30574,-0.80356,0.38166,-0.57614,-1.03841,0.05895,336.98901,696.23615,447.89218,708.91522,241.9464,322.28693,621.79773,332.29684,-4.30205,-71.62477,-55.97185,-84.19369,-64.09752,41.92128,107.2105,-47.82938
1777,-2.423,-4.235,-0.854,2.463,-4.571,-2.2,-2.218,-2.592,15.18882,14.89159,6.70958,11.31954,9.61046,11.94294,18.53359,8.688,0.89658,0.42393,0.815,0.47082,0.57537,0.57162,-0.01394,0.44248,338.71637,523.58417,406.048,969.59229,199.91971,260.35706,551.47052,304.41385,-147.39954,65.55965,-93.11579,-309.06256,-4.24487,12.83884,96.16866,-88.02618
1778,-2.465,-2.375,-0.511,0.999,-3.296,-1.882,-1.962,-3.219,15.18882,14.89159,6.70958,11.31954,9.61046,11.94294,18.53359,8.688,0.89658,0.42393,0.815,0.47082,0.57537,0.57162,-0.01394,0.44248,338.71637,523.58417,406.048,969.59229,199.91971,260.35706,551.47052,304.41385,-147.39954,65.55965,-93.11579,-309.06256,-4.24487,12.83884,96.16866,-88.02618
1779,-1.29,-0.691,-0.952,1.863,-1.296,-1.379,0.178,-0.296,14.69921,14.65874,6.32395,11.57895,9.50976,11.00312,18.18406,8.29675,0.45069,0.34947,0.24032,0.37053,0.13112,0.46214,0.13381,0.26835,282.17569,404.66248,430.66675,669.31964,169.35042,349.14233,683.07886,284.91321,-42.18339,12.23602,-32.55708,43.04965,-33.9831,-55.53083,-98.78132,-57.57154
1780,-1.926,-0.686,-2.168,-0.338,-2.089,-3.324,-1.126,-1.544,16.10953,14.94657,8.00802,12.90255,9.2641,12.28364,18.65121,9.28872,-0.08739,0.03016,-0.34049,-0.40771,0.11554,-0.14022,-0.04424,-0.182,269.2731,546.39581,338.73465,539.68878,255.28406,299.39853,511.92191,249.91885,-45.06539,-38.27735,-13.50861,140.74147,-56.6468,1.96713,216.81198,-32.93018
1781,-1.305,-0.011,-2.169,3.858,-1.176,-1.984,-1.633,-1.747,15.0303,15.04605,7.04556,12.6033,9.60009,11.65422,18.57191,8.91051,0.40455,-0.01099,-0.28555,-1.06013,-0.29736,0.18438,-0.40648,-0.41714,337.87872,440.80072,431.28418,693.58472,208.4272,346.54565,696.55792,279.50735,-95.06123,-39.37261,-92.36854,-102.26205,-34.60431,-105.78922,-171.12981,-59.83747
1782,-3.915,-6.17,-2.428,2.253,-6.695,-2.899,3.476,-5.437,16.82632,15.55443,8.04691,12.73758,9.81589,12.55055,18.49875,9.67058,-0.41813,0.02086,-0.49063,-0.25857,-0.22014,-0.33182,0.0086,-0.25206,179.81505,470.51559,293.87799,616.9342,159.63109,294.94089,854.90802,183.91841,62.38251,73.56583,64.08456,47.11357,33.63702,-25.72874,-169.82542,62.11986
1783,1.015,-0.943,1.463,1.188,-0.922,1.567,1.57,-2.187,15.46949,15.1148,6.61202,11.68404,8.84562,11.38691,17.61302,8.2208,0.26875,-0.06234,0.59287,0.35359,0.20553,0.60034,1.00718,0.40689,246.35521,445.61893,343.97653,730.54272,188.46741,290.79114,751.80853,249.96388,47.59937,85.44589,45.79432,15.43666,28.63857,2.84249,-72.43272,10.50147
1784,3.548,2.402,3.157,-0.323,2.769,4.004,1.127,2.353,14.99558,14.59551,7.19355,12.44853,9.49092,11.63031,18.20542,8.55165,1.00943,0.7518,0.69376,0.09126,1.1754,0.49668,-0.02187,1.18576,436.09369,744.29852,505.47028,835.63495,304.19049,531.26343,903.8598,420.13492,-111.10756,-86.87634,-139.24683,-247.0045,-77.70434,-220.30446,-206.5755,-124.94051
1785,-0.387,0.459,1.39,-1.769,0.069,0.09,-3.078,0.495,15.58767,15.15428,7.77079,12.96164,10.39316,12.03353,18.4874,9.25579,-0.61652,-0.44173,-1.11991,-0.97774,-0.81692,-0.62977,-0.61426,-0.95941,357.27094,565.67621,352.67896,601.39124,229.38895,341.18985,621.34094,282.33182,-56.37935,-38.75498,78.70271,122.83318,-16.65263,3.74606,117.48666,-4.28095
1786,-1.059,0.207,-1.547,-1.464,-1.057,-1.822,-3.606,-1.508,15.29594,14.90714,7.49624,13.1572,9.99232,11.9857,18.77947,9.08782,-0.20753,0.00518,-0.67877,-1.44703,-0.47669,-0.23799,-0.57841,-0.59055,316.86801,441.49783,403.52402,634.13037,239.09802,320.89301,703.05121,303.60876,-76.29846,51.14603,-46.90563,20.8205,-34.18601,-71.79598,-57.22812,-50.84243
1787,1.813,2.803,2.343,-0.007,2.515,1.393,-0.031,2.045,15.51701,15.04345,7.01248,11.84238,9.68283,11.87528,17.92953,9.0608,-0.18277,0.00021,0.34916,1.00307,0.11873,-0.05426,0.50082,0.06753,455.74161,713.15576,406.10983,646.12213,281.85703,382.44977,686.97595,349.04788,-151.19498,-223.19086,-60.4653,57.79115,-58.27963,-68.27785,-60.95485,-91.13139
1788,-1.689,-2.724,-0.581,0.654,-3.06,-1.108,2.311,-1.753,15.33082,14.60352,6.94666,11.74775,9.59465,11.54732,18.02206,8.73424,0.37557,0.70446,0.36023,0.49854,0.53995,0.30536,-0.04955,0.42127,238.18752,473.63013,351.22437,695.43469,174.00175,332.11646,679.95227,241.33318,37.87781,-106.75583,51.79622,7.4909,-28.04786,-37.81568,3.71634,21.43185
1789,-2.377,-0.723,-6.097,-2.037,-1.696,-3.479,-3.803,-1.183,15.91608,14.92755,7.94399,13.05885,9.49208,12.18035,18.6633,9.29698,0.07499,0.06686,-0.37274,-0.71581,0.01946,-0.03463,-0.14827,-0.20621,287.62347,513.77679,356.19803,560.42023,245.06848,308.03998,563.10547,260.07944,-65.1627,-23.93849,-35.18927,115.68526,-51.40799,-16.55339,118.20647,-43.4599
1790,-2.124,-0.547,0.363,-2.412,-0.802,-0.772,-4.391,1.197,15.27357,14.85915,7.49806,13.07907,10.04752,12.04097,18.77266,9.08207,-0.40091,-0.01615,-0.84998,-1.40493,-0.57466,-0.41225,-0.61191,-0.76931,312.05426,469.79456,392.82211,630.57745,244.57677,309.45551,672.80206,303.12253,-68.83992,47.35389,-13.384,49.89682,-37.02742,-51.07269,-25.79383,-38.57313
1791,1.99,2.395,0.634,-2.648,3.01,1.59,-0.648,3.707,15.32937,15.00058,7.06687,12.3956,9.71726,11.79712,17.97441,8.99817,-0.77929,-0.14136,-0.52811,0.3343,-0.65308,-0.60535,0.20755,-0.65193,401.47171,712.38538,446.97247,606.22687,241.65805,410.45743,792.38879,311.95267,-131.21352,-159.12404,-73.48573,-18.62114,4.24346,-104.34269,-92.07124,-52.59121
1792,2.947,3.409,3.998,-1.478,3.872,2.366,2.759,4.06,15.23196,14.69679,7.27438,12.45774,9.58847,11.7528,18.27347,8.70845,0.63899,0.4231,0.52048,0.2793,0.78727,0.39463,0.14508,0.84285,410.68518,664.79706,502.57428,829.62231,280.48297,486.92062,910.18872,398.27094,-133.73984,-86.02822,-163.42599,-290.07977,-72.9207,-226.77715,-307.60703,-139.68765
1793,5.248,3.025,4.202,1.096,4.674,5.314,4.743,2.364,14.99558,14.59551,7.19355,12.44853,9.49092,11.63031,18.20542,8.55165,1.00943,0.7518,0.69376,0.09126,1.1754,0.49668,-0.02187,1.18576,436.09369,744.29852,505.47028,835.63495,304.19049,531.26343,903.8598,420.13492,-111.10756,-86.87634,-139.24683,-247.0045,-77.70434,-220.30446,-206.5755,-124.94051
1794,-0.388,-3.02,3.338,0.756,-2.184,0.87,2.877,-1.297,15.40783,14.87488,6.89198,11.78204,9.52911,11.50171,17.91356,8.68449,0.34799,0.31672,0.43013,0.37757,0.34401,0.49644,0.42965,0.35567,228.72873,475.14529,351.62115,713.47491,170.23045,316.64603,709.77954,235.1981,64.83753,-28.74199,49.10912,19.11583,-3.73812,-27.34252,-15.16633,27.24319
1795,0.689,-3.888,0.211,2.05,-3.371,0.219,2.571,-3.34,15.40783,14.87488,6.89198,11.78204,9.52911,11.50171,17.91356,8.68449,0.34799,0.31672,0.43013,0.37757,0.34401,0.49644,0.42965,0.35567,228.72873,475.14529,351.62115,713.47491,170.23045,316.64603,709.77954,235.1981,64.83753,-28.74199,49.10912,19.11583,-3.73812,-27.34252,-15.16633,27.24319
1796,-0.491,-1.446,0.444,1.336,-1.482,-0.951,2.012,-0.998,15.2673,14.81823,6.80546,11.64162,9.57886,11.36988,17.83696,8.62418,0.40015,0.41884,0.4381,0.50365,0.33565,0.50237,0.34194,0.41861,238.74394,463.53305,352.11218,689.74091,178.07413,329.2442,737.50549,247.15814,47.6276,-31.42979,42.22552,44.28788,-16.07514,-28.98552,-46.33286,1.31121
1797,-1.047,0.726,1.748,1.905,0.681,-1.001,1.995,1.52,14.46995,14.71342,6.37697,12.15683,9.11602,11.24389,18.0993,8.13586,-0.1366,-0.25815,-0.1804,-0.55981,-0.29702,-0.32828,-0.2481,-0.02,287.10535,606.55731,415.56152,645.11206,258.56345,297.24347,751.44629,309.15729,59.95404,-108.13276,2.02566,64.03786,-72.31256,65.94595,43.40322,-35.22108
1798,-2.588,-1.354,-2.9,-1.322,-2.324,-1.964,-0.716,-2.987,15.94424,14.93768,7.37509,12.21341,9.25355,12.12195,18.46676,9.11933,-0.53814,-0.37502,-0.36661,-0.12074,-0.29728,-0.45154,-0.1774,-0.58057,290.05878,501.77365,358.85324,651.77197,225.89867,343.61145,611.94324,256.01965,-29.60567,-40.30642,-7.23653,34.72829,-13.779,-34.18839,96.80483,-10.19406
1799,0.85,1.907,0.562,-2.285,1.845,0.669,3.811,2.043,15.3361,15.70884,6.99957,12.4979,10.42837,11.44275,18.06572,9.20002,-0.13259,-0.52729,0.20143,0.34973,-0.44909,0.32325,0.66403,-0.21935,375.53601,588.92761,404.02905,621.74335,184.62894,402.09283,857.82544,268.02267,-52.79735,-151.25684,1.17523,5.27814,39.6838,-53.84549,-177.01079,14.42319
1800,0.262,-0.555,1.342,-4.798,-1.112,0.866,0.316,-0.973,16.29429,15.43484,8.11713,13.01976,10.55053,12.40552,18.74404,9.9654,-0.46522,-0.45715,-0.71311,-0.76481,-0.94702,-0.25525,-0.21017,-0.87682,308.55209,531.95593,391.56332,713.24786,196.97905,399.23895,698.50208,280.47772,57.96848,92.34987,37.66745,99.97706,62.90291,-38.70041,8.13342,72.74458
1801,-1.149,-0.013,-1.56,-3.809,-0.793,-1.558,-2.36,-1.585,15.74562,15.33395,7.81381,13.12654,10.48342,11.99841,18.39814,9.30089,-0.64469,-0.65558,-0.56187,-0.95564,-0.87305,-0.25634,-0.01927,-0.62619,332.22299,545.58655,388.18256,572.72961,220.4756,349.74643,721.58893,329.10815,-4.80097,-75.02164,-9.14824,129.38879,-24.30731,-17.02957,47.6423,-70.3246
1802,0.828,1.701,0.755,0.991,1.656,0.339,0.59,1.62,15.73272,15.10935,7.20911,11.93209,10.04069,12.05204,18.26606,9.31215,-0.39003,-0.17245,-0.16733,0.39452,-0.21165,-0.33754,-0.31798,-0.35968,309.2597,762.19202,456.3602,724.73871,275.83313,350.40945,716.70483,327.45761,-11.92828,-302.33969,-115.54047,-80.38788,-67.74754,-18.0403,63.97164,-43.71019
1803,-1.092,-1.49,2.847,-1.387,-0.916,-0.163,1.223,2.174,15.51214,15.38134,7.11245,12.7825,9.569,11.34511,17.92214,8.90136,0.8976,0.13643,0.75472,0.40287,0.47322,0.97768,0.80489,0.65605,330.62735,449.83652,419.36407,715.34747,237.17905,375.06024,754.66235,299.42126,4.84517,116.07664,-11.98216,23.29866,-29.57853,50.38917,10.28383,-10.75325
1804,1.489,2.164,0.673,-0.434,2.13,1.134,0.253,0.066,15.74402,15.1965,7.25843,11.88463,10.12008,11.95644,17.9235,9.36532,-0.34939,-0.1335,0.15893,1.10655,-0.10617,-0.10921,0.53177,-0.24862,414.51242,743.18988,406.13931,634.88269,272.43979,373.32932,719.09888,335.45773,-115.04227,-298.40408,-85.20947,8.6236,-56.6774,-58.03187,-81.37895,-79.35244
1805,-1.073,-0.116,-2.914,0.093,-0.579,-1.785,-4.194,-0.35,15.33806,14.95994,7.47093,13.14969,9.91689,11.97059,18.80132,9.15458,0.03582,0.06336,-0.62281,-1.51454,-0.37517,-0.10875,-0.68112,-0.52283,323.97772,410.12192,412.08374,661.32556,230.07942,335.25089,720.57471,290.99689,-99.64204,53.31952,-64.51519,-11.64006,-31.44077,-91.24497,-98.07069,-50.00015
1806,-1.703,-0.35,-2.151,0.725,-1.669,-3.217,-2.966,-3.009,15.65381,15.18665,7.55115,13.07865,9.84169,11.95565,18.71096,9.36344,0.53521,0.03465,-0.3253,-1.32971,-0.10525,0.26041,-0.67292,-0.23168,340.24863,368.53784,420.27563,689.53699,204.867,364.01279,746.37793,267.23068,-136.31691,31.58821,-96.82459,-38.04723,-24.54774,-106.09017,-123.10756,-62.56861
1807,-0.735,-1.753,-1.039,1.771,-1.254,-0.093,0.793,-0.023,14.87207,14.60489,6.30968,11.3747,9.58939,10.94832,18.08003,8.30662,0.53571,0.51484,0.44946,0.807,0.38286,0.59963,0.21239,0.58931,260.28293,376.43329,418.16116,671.39789,155.6749,353.74838,701.20789,278.0184,-31.16454,49.92518,-7.67858,103.67885,-27.76975,-36.18522,-49.76437,-52.30892
1808,-0.827,0.142,-0.881,-2.209,-0.488,-1.066,-1.408,-1.56,16.08848,15.62749,8.0412,13.19732,10.68686,12.18442,18.42353,9.68333,-0.70125,-0.82542,-0.70673,-1.07948,-1.10846,-0.32472,-0.02886,-0.80444,337.43787,582.47498,392.52301,630.16187,209.32379,394.72769,753.26068,327.17917,13.37378,-138.44514,3.96362,112.30959,-12.70136,-21.52039,25.41797,-47.99885
1809,-0.567,-2.779,-3.548,-2.944,-2.05,-0.894,1.674,-1.129,16.54794,15.59679,8.21707,12.95119,10.64937,12.61329,18.86781,10.14471,-0.35106,-0.3032,-0.40863,-0.34292,-0.52875,-0.19128,-0.14163,-0.52045,278.67883,548.10632,393.71448,698.6994,208.66043,350.48071,673.54675,294.34976,63.44979,125.51166,7.17893,34.36133,62.70486,-27.35226,-28.13302,50.3245
1810,0.698,0.365,-1.507,-1.288,0.237,-0.111,2.83,0.973,15.47735,15.74101,7.10431,12.59793,10.38521,11.46851,18.07178,9.26682,-0.01504,-0.44875,0.20222,0.39515,-0.4025,0.30853,0.53772,-0.18151,386.56992,555.10681,402.20258,678.41797,194.56046,401.7702,850.8515,273.87454,-55.39633,-116.68587,8.33021,-40.84649,19.89534,-14.348,-90.23066,10.26736
1811,1.2,2.497,0.371,2.279,2.622,0.405,1.44,4.2,15.5784,15.06842,7.08916,11.98704,9.85694,12.02505,18.39423,9.12245,-0.25198,-0.14938,-0.09678,0.26022,-0.17879,-0.305,-0.36657,-0.19277,301.42801,772.14191,455.83206,723.95782,272.87546,326.57904,698.25647,333.21252,17.50068,-299.15289,-91.27826,-48.26219,-71.72464,20.48638,104.0722,-46.9348
1812,-0.054,-1.343,-0.064,-1.855,-0.726,-0.252,-0.06,1.188,16.43831,15.28689,8.1741,13.15698,10.43706,12.55267,19.06399,10.01746,-0.39282,-0.18707,-0.52035,-0.62124,-0.63466,-0.22652,-0.3463,-0.67489,282.02512,482.10196,398.74969,676.34955,198.28191,367.79382,643.28967,291.71121,88.78459,241.14383,5.84662,134.20889,88.6444,-31.09798,-1.9329,67.55254
1813,-1.853,-2.041,-0.066,-1.182,-3.615,-1.285,0.036,-4.315,15.38465,14.97124,6.95591,11.56415,9.8075,11.61211,17.93564,8.88908,0.28228,0.16138,0.37658,0.15285,0.27316,0.1737,0.05639,0.27408,293.63263,409.45093,414.27521,864.59448,180.81857,310.77252,678.89972,282.27551,-56.37659,116.84796,-83.51055,-181.57848,9.57057,32.51025,69.34881,-60.87054
1814,-0.177,-0.442,0.135,1.323,-1.21,-0.295,2.198,-2.286,15.1732,14.90588,6.62892,11.69411,9.32652,11.32504,17.63833,8.3987,0.29032,0.10808,0.48984,0.39283,0.15009,0.56825,0.79123,0.37565,251.786,458.89496,349.7128,700.79944,193.08266,314.66223,771.46814,269.14203,57.30667,56.89526,45.90408,47.00517,15.74874,-7.87788,-106.6117,-0.94312
1815,2.183,0.556,0.567,0.634,0.754,2.08,1.205,0.782,15.73272,15.10935,7.20911,11.93209,10.04069,12.05204,18.26606,9.31215,-0.39003,-0.17245,-0.16733,0.39452,-0.21165,-0.33754,-0.31798,-0.35968,309.2597,762.19202,456.3602,724.73871,275.83313,350.40945,716.70483,327.45761,-11.92828,-302.33969,-115.54047,-80.38788,-67.74754,-18.0403,63.97164,-43.71019
